                      n                     f1                     f2                  delta                   frac
                      0       1.00000000000000       1.00000000000000       0.00000000000000       0.00000000000000
                      1       1.00000000000000       1.00000000000000       0.00000000000000       0.00000000000000
                      2       2.00000000000000       2.00000000000000       0.00000000000000       0.00000000000000
                      3       6.00000000000000       6.00000000000000       0.00000000000000       0.00000000000000
                      4       24.0000000000000       24.0000000000000       0.00000000000000       0.00000000000000
                      5       120.000000000000       120.000000000000       0.00000000000000       0.00000000000000
                      6       720.000000000000       720.000000000000       0.00000000000000       0.00000000000000
                      7       5040.00000000000       5040.00000000000       0.00000000000000       0.00000000000000
                      8       40320.0000000000       40320.0000000000       0.00000000000000       0.00000000000000
                      9       362880.000000000       362880.000000000       0.00000000000000       0.00000000000000
                     10       3628800.00000000       3628800.00000000       0.00000000000000       0.00000000000000
                     11       39916800.0000000       39916800.0000000       0.00000000000000       0.00000000000000
                     12       479001600.000000       479001600.000000       0.00000000000000       0.00000000000000
                     13       6227020800.00000       6227020800.00000       0.00000000000000       0.00000000000000
                     14       87178291200.0000       87178291200.0000       0.00000000000000       0.00000000000000
                     15       1307674368000.00       1307674368000.00       0.00000000000000       0.00000000000000
                     16       20922789888000.0       20922789888000.0       0.00000000000000       0.00000000000000
                     17       355687428096000.       355687428096000.       0.00000000000000       0.00000000000000
                     18   6.40237370572800e+15   6.40237370572800e+15       0.00000000000000       0.00000000000000
                     19   1.21645100408832e+17   1.21645100408832e+17       0.00000000000000       0.00000000000000
                     20   2.43290200817664e+18   2.43290200817664e+18       0.00000000000000       0.00000000000000
                     21   5.10909421717094e+19   5.10909421717094e+19       0.00000000000000       0.00000000000000
                     22   1.12400072777761e+21   1.12400072777761e+21       0.00000000000000       0.00000000000000
                     23   2.58520167388850e+22   2.58520167388850e+22       0.00000000000000       0.00000000000000
                     24   6.20448401733239e+23   6.20448401733239e+23       0.00000000000000       0.00000000000000
                     25   1.55112100433310e+25   1.55112100433310e+25       0.00000000000000       0.00000000000000
                     26   4.03291461126606e+26   4.03291461126606e+26       0.00000000000000       0.00000000000000
                     27   1.08888694504184e+28   1.08888694504184e+28       0.00000000000000       0.00000000000000
                     28   3.04888344611714e+29   3.04888344611714e+29       0.00000000000000       0.00000000000000
                     29   8.84176199373970e+30   8.84176199373970e+30       0.00000000000000       0.00000000000000
                     30   2.65252859812191e+32   2.65252859812191e+32       0.00000000000000       0.00000000000000
                     31   8.22283865417792e+33   8.22283865417792e+33       0.00000000000000       0.00000000000000
                     32   2.63130836933694e+35   2.63130836933694e+35       0.00000000000000       0.00000000000000
                     33   8.68331761881189e+36   8.68331761881189e+36       0.00000000000000       0.00000000000000
                     34   2.95232799039604e+38   2.95232799039604e+38       0.00000000000000       0.00000000000000
                     35   1.03331479663861e+40   1.03331479663861e+40       0.00000000000000       0.00000000000000
                     36   3.71993326789901e+41   3.71993326789901e+41       0.00000000000000       0.00000000000000
                     37   1.37637530912263e+43   1.37637530912263e+43       0.00000000000000       0.00000000000000
                     38   5.23022617466601e+44   5.23022617466601e+44       0.00000000000000       0.00000000000000
                     39   2.03978820811974e+46   2.03978820811974e+46       0.00000000000000       0.00000000000000
                     40   8.15915283247898e+47   8.15915283247898e+47       0.00000000000000       0.00000000000000
                     41   3.34525266131638e+49   3.34525266131638e+49       0.00000000000000       0.00000000000000
                     42   1.40500611775288e+51   1.40500611775288e+51       0.00000000000000       0.00000000000000
                     43   6.04152630633738e+52   6.04152630633738e+52       0.00000000000000       0.00000000000000
                     44   2.65827157478845e+54   2.65827157478845e+54       0.00000000000000       0.00000000000000
                     45   1.19622220865480e+56   1.19622220865480e+56       0.00000000000000       0.00000000000000
                     46   5.50262215981209e+57   5.50262215981209e+57       0.00000000000000       0.00000000000000
                     47   2.58623241511168e+59   2.58623241511168e+59       0.00000000000000       0.00000000000000
                     48   1.24139155925361e+61   1.24139155925361e+61       0.00000000000000       0.00000000000000
                     49   6.08281864034268e+62   6.08281864034268e+62       0.00000000000000       0.00000000000000
                     50   3.04140932017134e+64   3.04140932017134e+64       0.00000000000000       0.00000000000000
max(abs(diff)) = 0.00000000000000
max(abs(frac)) = 0.00000000000000
